Novo;Status;Natureza;Area;Competencia;Instituicao;LogoInstituicao;Tematica;Curso;CH;Link;Modalidade;Nivel;Custo;Publico;Plataforma;Administrador;Objetivo;Imagem;Sigla;Ini-Inscr;Fim-Inscr;Ini-Disp;Fim-Disp;;
;ABERTO;Educação Corporativa;COMITÊ DE DIVERSIDADE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;ORÇAMENTO PÚBLICO;GESTÃO ORÇAMENTÁRIA E FINANCEIRA;20;https://www.escolavirtual.gov.br/curso/257;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGLI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;GESTÃO PESSOAL - BASE DA LIDERANÇA;50;https://www.escolavirtual.gov.br/curso/163;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;GESTÃO PESSOAL - BASE DA LIDERANÇA;50;https://www.escolavirtual.gov.br/curso/163;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;GESTÃO PESSOAL - BASE DA LIDERANÇA;50;https://www.escolavirtual.gov.br/curso/163;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;GESTÃO PESSOAL - BASE DA LIDERANÇA;50;https://www.escolavirtual.gov.br/curso/163;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;GESTÃO PESSOAL - BASE DA LIDERANÇA;50;https://www.escolavirtual.gov.br/curso/163;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;GESTÃO PESSOAL - BASE DA LIDERANÇA;50;https://www.escolavirtual.gov.br/curso/163;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;GESTÃO PESSOAL - BASE DA LIDERANÇA;50;https://www.escolavirtual.gov.br/curso/163;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;GOVERNANÇA AMBIENTAL, SOCIAL E CORPORATIVA;20;https://suap.enap.gov.br/vitrine/curso/2210/;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;TECNOLOGIA DA INFORMAÇÃO;GOVERNANÇA DE TIC NO CONTEXTO DA TRANSFORMAÇÃO DIGITAL;20;https://www.escolavirtual.gov.br/curso/379;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;TECNOLOGIA DA INFORMAÇÃO;GOVERNANÇA DE TIC PARA O GOVERNO DIGITAL;40;https://www.escolavirtual.gov.br/curso/348;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;TECNOLOGIA DA INFORMAÇÃO;GOVERNANÇA DE TIC PARA O GOVERNO DIGITAL;40;https://www.escolavirtual.gov.br/curso/348;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR RESULTADOS;GOVERNANÇA PÚBLICA PARA RESULTADOS;23;https://suap.enap.gov.br/vitrine/curso/2067/?area=8;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;INTEGRIDADE;GOVERNANÇA, COMPLIANCE E INTEGRIDADE NA ADMINISTRAÇÃO PÚBLICA: NOVIDADES, DESAFIOS E TENDÊNCIAS.;21;https://suap.enap.gov.br/vitrine/curso/1871/?area=1;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;TECNOLOGIA DA INFORMAÇÃO;GOVERNO ABERTO;40;https://www.escolavirtual.gov.br/curso/140;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;TECNOLOGIA DA INFORMAÇÃO;GOVERNO ABERTO;40;https://www.escolavirtual.gov.br/curso/140;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;ACESSO À INFORMAÇÃO;GOVERNO ABERTO: TRANSPARÊNCIA E DADOS ABERTOS;10;https://www.escolavirtual.gov.br/curso/500;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;HABILIDADES DE GESTÃO DE PESSOAS;23;https://suap.enap.gov.br/vitrine/curso/2023/?area=3;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;HABILIDADES DE GESTÃO DE PESSOAS;23;https://suap.enap.gov.br/vitrine/curso/2023/?area=3;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;HABILIDADES DE GESTÃO DE PESSOAS;23;https://suap.enap.gov.br/vitrine/curso/2023/?area=3;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;HABILIDADES DE GESTÃO DE PESSOAS;23;https://suap.enap.gov.br/vitrine/curso/2023/?area=3;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;GOOGLE;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/google-logo.png;TECNOLOGIA DA INFORMAÇÃO;IA GENERATIVA PARA EDUCADORES;2;https://grow.google/ai-for-educators/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COMITÊ DE DIVERSIDADE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;IGUALDADE RACIAL NO SERVIÇO PÚBLICO;20;https://escolavirtual.gov.br/curso/410;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COMITÊ DE DIVERSIDADE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;INCLUSÃO DE GÊNERO NA PONTA DA LÍNGUA;8;https://www.escolavirtual.gov.br/curso/924;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;INCLUSÃO DE GÊNERO NA PONTA DA LÍNGUA;8;https://www.escolavirtual.gov.br/curso/924;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;INCLUSÃO DE GÊNERO NA PONTA DA LÍNGUA;8;https://www.escolavirtual.gov.br/curso/924;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COMITÊ DE DIVERSIDADE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;INCLUSÃO SOCIAL E LABORAL DAS PESSOAS COM DEFICIÊNCIA INTELECTUAL OU TRANSTORNO DO ESPECTRO AUTISTA;20;https://www.escolavirtual.gov.br/curso/1351;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;SUSTENTABILIDADE;INFRAESTRUTURA E SUSTENTABILIDADE;14;https://suap.enap.gov.br/vitrine/curso/2069/?area=12;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 1 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2611;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 1 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2611;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 1 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2611;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 1 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2611;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 1 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2611;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 1 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2611;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 10 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1807;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 10 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1807;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 10 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1807;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 10 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1807;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 10 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1807;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 10 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1807;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 12 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1986;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 12 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1986;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 12 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1986;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 12 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1986;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 12 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1986;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 12 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1986;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 13 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1808;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 13 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1808;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 13 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1808;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 13 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1808;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 13 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1808;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 13 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1808;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 2 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2199;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 2 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2199;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 2 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2199;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 2 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2199;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 2 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2199;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 2 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2199;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 3 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1987;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 3 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1987;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 3 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1987;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 3 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1987;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 3 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1987;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 3 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1987;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 4 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1732;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 4 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1732;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 4 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1732;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 4 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1732;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 4 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1732;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 4 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1732;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 5 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1741;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 5 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1741;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 5 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1741;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 5 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1741;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 5 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1741;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 5 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1741;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 6 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1988;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 6 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1988;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 6 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1988;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 6 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1988;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;INGLÊS 6 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1988;Síncrono;;;;;;;;;;;;;;
